iter	Passed	Remaining
910	55181	187109
911	55242	187048
912	55303	186989
913	55364	186929
914	55426	186873
915	55487	186814
916	55552	186769
917	55611	186705
918	55673	186648
919	55734	186590
920	55796	186532
921	55858	186478
922	55922	186427
923	55984	186372
924	56045	186313
925	56108	186259
926	56171	186206
927	56231	186146
928	56293	186090
929	56354	186031
930	56416	185975
931	56478	185919
932	56539	185858
933	56599	185795
934	56659	185732
935	56718	185666
936	56779	185609
937	56840	185549
938	56902	185492
939	56962	185432
940	57025	185376
941	57087	185323
942	57152	185275
943	57215	185224
944	57277	185168
945	57339	185109
946	57401	185053
947	57464	185000
948	57525	184941
949	57590	184894
950	57652	184839
951	57712	184778
952	57773	184716
953	57833	184654
954	57894	184596
955	57954	184533
956	58016	184475
957	58078	184419
958	58136	184352
959	58197	184292
960	58260	184239
961	58321	184180
962	58386	184132
963	58447	184072
964	58508	184013
965	58569	183952
966	58629	183892
967	58692	183838
968	58753	183779
969	58813	183716
970	58875	183659
971	58936	183600
972	58996	183538
973	59057	183477
974	59119	183420
975	59180	183361
976	59242	183307
977	59304	183251
978	59366	183193
979	59426	183131
980	59491	183084
981	59553	183027
982	59614	182967
983	59676	182910
984	59735	182844
985	59794	182779
986	59857	182726
987	59919	182669
988	59980	182609
989	60043	182555
990	60106	182502
991	60126	182318
992	60187	182260
993	60209	182083
994	60272	182028
995	60292	181844
996	60312	181662
997	60332	181479
998	60393	181422
999	60456	181370
1000	60519	181316
1001	60582	181262
1002	60643	181204
1003	60706	181153
1004	60766	181089
1005	60829	181037
1006	60889	180976
1007	60950	180915
1008	61012	180859
1009	61075	180809
1010	61139	180757
1011	61201	180700
1012	61262	180641
1013	61323	180583
1014	61384	180523
1015	61446	180469
1016	61508	180412
1017	61571	180359
1018	61632	180300
1019	61692	180239
1020	61755	180186
1021	61817	180128
1022	61879	180072
1023	61940	180014
1024	61999	179950
1025	62062	179896
1026	62122	179834
1027	62183	179776
1028	62246	179721
1029	62307	179663
1030	62369	179606
1031	62430	179546
1032	62490	179486
1033	62551	179428
1034	62614	179374
1035	62674	179313
1036	62736	179256
1037	62797	179196
1038	62857	179134
1039	62920	179082
1040	62983	179028
1041	63046	178974
1042	63109	178922
1043	63169	178858
1044	63229	178796
1045	63289	178735
1046	63351	178679
1047	63411	178617
1048	63473	178560
1049	63537	178511
1050	63601	178460
1051	63663	178403
1052	63725	178346
1053	63785	178283
1054	63845	178223
1055	63907	178165
1056	63966	178102
1057	64028	178044
1058	64087	177981
1059	64149	177924
1060	64210	177864
1061	64272	177807
1062	64335	177754
1063	64399	177702
1064	64460	177643
1065	64520	177582
1066	64581	177523
1067	64640	177459
1068	64701	177400
1069	64764	177345
1070	64826	177289
1071	64888	177234
1072	64952	177180
1073	65015	177127
1074	65078	177075
1075	65138	177012
1076	65201	176958
1077	65260	176894
1078	65323	176838
1079	65384	176780
1080	65447	176725
1081	65509	176669
1082	65570	176611
1083	65630	176549
1084	65694	176498
1085	65758	176445
1086	65817	176381
1087	65878	176322
1088	65938	176258
1089	65999	176200
1090	66060	176142
1091	66122	176085
1092	66183	176023
1093	66246	175969
1094	66307	175911
1095	66369	175854
1096	66431	175799
1097	66492	175739
1098	66553	175678
1099	66615	175622
1100	66676	175564
1101	66740	175512
1102	66803	175457
1103	66864	175398
1104	66925	175337
1105	66988	175284
1106	67048	175223
1107	67108	175159
1108	67172	175108
1109	67232	175047
1110	67292	174984
1111	67353	174926
1112	67414	174866
1113	67475	174806
1114	67536	174746
1115	67597	174687
1116	67659	174629
1117	67719	174569
1118	67780	174508
1119	67841	174450
1120	67901	174386
1121	67961	174326
1122	68022	174266
1123	68082	174204
1124	68143	174145
1125	68205	174088
1126	68267	174031
1127	68329	173972
1128	68390	173914
1129	68449	173850
1130	68512	173795
1131	68572	173733
1132	68635	173678
1133	68696	173619
1134	68757	173559
1135	68818	173499
1136	68879	173439
1137	68941	173384
1138	69001	173322
1139	69064	173266
1140	69126	173208
1141	69187	173151
1142	69249	173093
1143	69311	173037
1144	69371	172973
1145	69432	172914
1146	69493	172855
1147	69557	172803
1148	69616	172738
1149	69678	172682
1150	69738	172619
1151	69799	172558
1152	69861	172503
1153	69922	172441
1154	69981	172379
1155	70044	172324
1156	70107	172269
1157	70167	172207
1158	70228	172148
1159	70290	172091
1160	70355	172040
1161	70415	171978
1162	70476	171918
1163	70539	171863
1164	70601	171805
1165	70660	171743
1166	70723	171686
1167	70783	171625
1168	70848	171576
1169	70909	171516
1170	70974	171467
1171	71038	171412
1172	71098	171352
1173	71159	171293
1174	71221	171235
1175	71282	171175
1176	71344	171118
1177	71404	171055
1178	71464	170994
1179	71529	170943
1180	71592	170888
1181	71654	170831
1182	71717	170775
1183	71779	170719
1184	71840	170659
1185	71901	170599
1186	71966	170548
1187	72027	170490
1188	72089	170432
1189	72150	170372
1190	72211	170312
1191	72272	170252
1192	72336	170199
1193	72396	170137
1194	72457	170079
1195	72518	170019
1196	72580	169961
1197	72640	169899
1198	72703	169844
1199	72764	169782
1200	72825	169723
1201	72885	169661
1202	72946	169601
1203	73007	169542
1204	73068	169482
1205	73130	169425
1206	73192	169366
1207	73253	169307
1208	73317	169255
1209	73380	169200
1210	73443	169144
1211	73503	169083
1212	73563	169020
1213	73623	168957
1214	73686	168902
1215	73747	168842
1216	73809	168784
1217	73873	168731
1218	73934	168671
1219	73996	168615
1220	74056	168553
1221	74116	168491
1222	74178	168433
1223	74241	168378
1224	74301	168316
1225	74361	168254
1226	74421	168191
1227	74482	168131
1228	74544	168073
1229	74603	168009
1230	74665	167951
1231	74725	167890
1232	74784	167825
1233	74843	167762
1234	74905	167702
1235	74964	167638
1236	75025	167578
1237	75085	167516
1238	75147	167458
1239	75207	167396
1240	75268	167337
1241	75328	167276
1242	75390	167217
1243	75450	167156
1244	75512	167097
1245	75575	167042
1246	75635	166981
1247	75696	166919
1248	75760	166867
1249	75822	166809
1250	75884	166752
1251	75944	166689
1252	76007	166633
1253	76069	166576
1254	76130	166516
1255	76191	166457
1256	76253	166398
1257	76313	166336
1258	76373	166273
1259	76433	166211
1260	76493	166151
1261	76557	166097
1262	76617	166034
1263	76679	165976
1264	76740	165917
1265	76801	165857
1266	76863	165799
1267	76924	165738
1268	76987	165683
1269	77049	165626
1270	77111	165568
1271	77171	165506
1272	77230	165442
1273	77294	165389
1274	77360	165338
1275	77419	165275
1276	77482	165218
1277	77543	165159
1278	77604	165098
1279	77669	165048
1280	77730	164988
1281	77796	164937
1282	77857	164877
1283	77917	164815
1284	77981	164762
1285	78045	164709
1286	78122	164682
1287	78188	164633
1288	78263	164602
1289	78328	164551
1290	78390	164492
1291	78451	164432
1292	78513	164374
1293	78576	164317
1294	78638	164260
1295	78698	164197
1296	78761	164143
1297	78830	164098
1298	78890	164036
1299	78956	163987
1300	79021	163935
1301	79082	163873
1302	79141	163810
1303	79202	163750
1304	79262	163687
1305	79324	163630
1306	79386	163572
1307	79447	163510
1308	79508	163450
1309	79571	163395
1310	79631	163332
1311	79692	163272
1312	79753	163211
1313	79815	163153
1314	79876	163094
1315	79937	163033
1316	79998	162973
1317	80057	162909
1318	80117	162847
1319	80179	162787
1320	80247	162742
1321	80306	162678
1322	80366	162615
1323	80426	162554
1324	80486	162491
1325	80546	162429
1326	80609	162373
1327	80669	162311
1328	80729	162248
1329	80789	162186
1330	80849	162124
1331	80910	162063
1332	80973	162007
1333	81035	161949
1334	81095	161888
1335	81157	161829
1336	81216	161763
1337	81276	161703
1338	81338	161643
1339	81397	161579
1340	81457	161517
1341	81518	161458
1342	81580	161399
1343	81642	161340
1344	81703	161280
1345	81764	161219
1346	81827	161163
1347	81890	161107
1348	81954	161053
1349	82017	160997
1350	82077	160934
1351	82139	160877
1352	82202	160819
1353	82263	160760
1354	82326	160704
1355	82389	160647
1356	82450	160586
1357	82511	160525
1358	82573	160468
1359	82638	160416
1360	82699	160354
1361	82761	160296
1362	82820	160232
1363	82878	160167
1364	82940	160108
1365	83003	160052
1366	83065	159993
1367	83126	159933
1368	83187	159873
1369	83249	159814
1370	83310	159754
1371	83370	159691
1372	83430	159630
1373	83493	159574
1374	83558	159521
1375	83620	159462
1376	83680	159399
1377	83742	159340
1378	83802	159280
1379	83863	159219
1380	83925	159160
1381	83987	159102
1382	84048	159041
1383	84109	158981
1384	84173	158926
1385	84234	158867
1386	84298	158810
1387	84360	158753
1388	84422	158694
1389	84484	158636
1390	84546	158577
1391	84604	158512
1392	84667	158455
1393	84727	158392
1394	84787	158331
1395	84847	158269
1396	84909	158210
1397	84970	158148
1398	85032	158092
1399	85092	158028
1400	85153	157969
1401	85216	157911
1402	85278	157852
1403	85340	157795
1404	85400	157733
1405	85466	157681
1406	85527	157621
1407	85589	157562
1408	85650	157502
1409	85711	157442
1410	85775	157386
1411	85836	157327
1412	85898	157268
1413	85960	157208
1414	86020	157146
1415	86080	157084
1416	86143	157028
1417	86208	156974
1418	86271	156917
1419	86333	156858
1420	86394	156798
1421	86455	156739
1422	86516	156678
1423	86576	156616
1424	86637	156555
1425	86699	156497
1426	86761	156439
1427	86824	156381
1428	86883	156318
1429	86942	156253
1430	87003	156193
1431	87066	156135
1432	87127	156075
1433	87189	156016
1434	87249	155954
1435	87315	155903
1436	87374	155838
1437	87435	155779
1438	87494	155714
1439	87556	155656
1440	87618	155598
1441	87679	155536
1442	87741	155478
1443	87803	155419
1444	87864	155359
1445	87926	155300
1446	87989	155243
1447	88051	155184
1448	88113	155125
1449	88174	155064
1450	88236	155006
1451	88297	154945
1452	88360	154889
1453	88423	154832
1454	88483	154769
1455	88542	154706
1456	88600	154641
1457	88662	154581
1458	88721	154517
1459	88781	154455
1460	88843	154396
1461	88904	154335
1462	88966	154277
1463	89028	154218
1464	89089	154158
1465	89151	154100
1466	89213	154039
1467	89273	153977
1468	89333	153916
1469	89394	153855
1470	89457	153799
1471	89516	153734
1472	89579	153678
1473	89641	153619
1474	89703	153560
1475	89766	153502
1476	89829	153446
1477	89891	153386
1478	89953	153329
1479	90015	153269
1480	90078	153213
1481	90140	153153
1482	90203	153097
1483	90272	153049
1484	90335	152992
1485	90395	152929
1486	90456	152870
1487	90516	152808
1488	90580	152751
1489	90641	152692
1490	90704	152634
1491	90768	152578
1492	90828	152516
1493	90888	152454
1494	90953	152399
1495	91016	152343
1496	91079	152286
1497	91141	152226
1498	91201	152165
1499	91263	152105
1500	91324	152045
1501	91383	151981
1502	91443	151919
1503	91506	151861
1504	91568	151802
1505	91631	151745
1506	91692	151685
1507	91754	151625
1508	91816	151567
1509	91877	151506
1510	91938	151445
1511	91999	151384
1512	92058	151322
1513	92118	151259
1514	92182	151203
1515	92241	151140
1516	92303	151081
1517	92362	151017
1518	92424	150957
1519	92485	150897
1520	92548	150839
1521	92608	150777
1522	92669	150717
1523	92731	150657
1524	92794	150601
1525	92856	150541
1526	92916	150480
1527	92978	150421
1528	93040	150362
1529	93102	150302
1530	93164	150243
1531	93228	150187
1532	93289	150126
1533	93351	150068
1534	93416	150013
1535	93478	149954
1536	93539	149893
1537	93600	149833
1538	93662	149775
1539	93724	149715
1540	93785	149654
1541	93844	149591
1542	93905	149531
1543	93971	149477
1544	94030	149414
1545	94091	149353
1546	94151	149291
1547	94214	149234
1548	94277	149175
1549	94337	149113
1550	94400	149056
1551	94462	148997
1552	94521	148934
1553	94581	148871
1554	94642	148810
1555	94703	148749
1556	94766	148692
1557	94826	148629
1558	94884	148565
1559	94947	148506
1560	95007	148445
1561	95068	148384
1562	95129	148323
1563	95191	148264
1564	95252	148204
1565	95312	148142
1566	95373	148081
1567	95433	148018
1568	95495	147960
1569	95555	147897
1570	95617	147839
1571	95678	147778
1572	95741	147721
1573	95804	147663
1574	95869	147608
1575	95933	147551
1576	95997	147496
1577	96063	147443
1578	96128	147388
1579	96189	147328
1580	96252	147270
1581	96317	147215
1582	96379	147157
1583	96441	147098
1584	96504	147039
1585	96571	146988
1586	96634	146930
1587	96699	146876
1588	96766	146824
1589	96830	146767
1590	96890	146706
1591	96958	146656
1592	97020	146597
1593	97084	146540
1594	97149	146486
1595	97211	146425
1596	97274	146367
1597	97335	146308
1598	97399	146250
1599	97461	146192
1600	97525	146136
1601	97587	146076
1602	97650	146018
1603	97711	145957
1604	97775	145901
1605	97835	145839
1606	97894	145775
1607	97954	145713
1608	98015	145653
1609	98077	145593
1610	98139	145534
1611	98200	145473
1612	98260	145411
1613	98326	145357
1614	98389	145299
1615	98453	145242
1616	98514	145182
1617	98578	145125
1618	98639	145065
1619	98701	145006
1620	98765	144950
1621	98830	144895
1622	98890	144832
1623	98954	144776
1624	99018	144718
1625	99081	144662
1626	99144	144603
1627	99206	144543
1628	99269	144485
1629	99330	144426
1630	99392	144366
1631	99453	144304
1632	99516	144247
1633	99576	144184
1634	99637	144123
1635	99700	144065
1636	99760	144003
1637	99819	143940
1638	99880	143878
1639	99940	143816
1640	99999	143753
1641	100059	143691
1642	100120	143629
1643	100182	143570
1644	100245	143511
1645	100304	143449
1646	100366	143389
1647	100428	143329
1648	100492	143272
1649	100555	143215
1650	100616	143155
1651	100676	143092
1652	100738	143032
1653	100800	142973
1654	100861	142911
1655	100923	142853
1656	100985	142793
1657	101046	142732
1658	101109	142675
1659	101169	142612
1660	101231	142553
1661	101291	142490
1662	101351	142427
